Owned_Name,Owned_Type,Date,Price,Currency,Principal_Factor
Bristol-Myers Squibb,Stock,12/2/2020,0.0,USD,-
Broadcom Inc,Stock,12/2/2020,403.73,USD,-
Cash,Cash,12/2/2020,1.0,USD,-
Cerner Corp,Stock,12/2/2020,75.47,USD,-
Change Healthcare Inc,Stock,12/2/2020,0.0,USD,-
Charles Schwab Corp,Stock,12/2/2020,50.86,USD,-
Chevron Corp,Stock,12/2/2020,91.16,USD,-
CIGNA Corp,Stock,12/2/2020,212.01,USD,-
Cisco Systems Inc,Stock,12/2/2020,43.89,USD,-
Comcast Corp Class                  A,Stock,12/2/2020,51.05,USD,-
Cummins Inc,Stock,12/2/2020,228.53,USD,-
Discover Finl S,Stock,12/2/2020,82.13,USD,-
Eastman Chemical Co,Stock,12/2/2020,98.18,USD,-
Emerson Electric Co,Stock,12/2/2020,76.405,USD,-
Exxon Mobil Corp,Stock,12/2/2020,0.0,USD,-
Facebook Inc Class                  A,Stock,12/2/2020,287.5200000000001,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,12/2/2020,1143.9522,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,12/2/2020,1142.7189,USD,1
Home Depot Inc,Stock,12/2/2020,272.6,USD,-
Intel Corp,Stock,12/2/2020,49.9,USD,-
iShares Core S&P Mid Cap ETF,ETF,12/2/2020,218.89,USD,-
iShares MSCI EAFE Growth ETF,ETF,12/2/2020,97.46999999999998,USD,-
iShares MSCI Emerging Markets ETF,ETF,12/2/2020,49.76,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,12/2/2020,113.78,USD,-
J P Morgan Chase & Co,Stock,12/2/2020,122.04,USD,-
Jabil Circuit Inc,Stock,12/2/2020,0.0,USD,-
Johnson & Johnson,Stock,12/2/2020,149.15,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,12/2/2020,0.0,USD,-
Kroger Co,Stock,12/2/2020,32.29,USD,-
L3harris Technologies In,Stock,12/2/2020,192.39,USD,-
Marathon Pete Corp,Stock,12/2/2020,41.16,USD,-
Masco Corp,Stock,12/2/2020,51.82,USD,-
Mastercard Inc Class                  A,Stock,12/2/2020,340.22,USD,-
Mckesson Corp Exchange Offer,Stock,12/2/2020,181.27,USD,-
Merck & Co. Inc.,Stock,12/2/2020,81.83,USD,-
Microsoft Corp,Stock,12/2/2020,215.93,USD,-
Nike Inc Class                  B,Stock,12/2/2020,135.58,USD,-
Norfolk Southern Co,Stock,12/2/2020,240.61,USD,-
Procter & Gamble,Stock,12/2/2020,138.36,USD,-
Prudential Finl,Stock,12/2/2020,79.78,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,12/2/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,12/2/2020,63.2,USD,-
Starbucks Corp,Stock,12/2/2020,98.91,USD,-
United Parcel SRVC Class                  B,Stock,12/2/2020,169.84,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,12/2/2020,1057.3955333333333,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,12/2/2020,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,12/2/2020,1048.5055333333332,USD,1
Vanguard FTSE Developed Markets ETF,ETF,12/2/2020,46.13,USD,-
Verizon Communicatn,Stock,12/2/2020,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,12/2/2020,1096.6955555555555,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,12/2/2020,1094.876,USD,1
VMware Inc Class A,Stock,12/2/2020,0.0,USD,-
WalMart Inc,Stock,12/2/2020,150.52,USD,-
Walt Disney Co,Stock,12/2/2020,153.61,USD,-
Abbvie Inc,Stock,12/3/2020,104.74,USD,-
Adobe Inc,Stock,12/3/2020,484.28,USD,-
Agilent Technologies,Stock,12/3/2020,113.58,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,12/3/2020,266.91,USD,-
Alphabet Inc. Class                  A,Stock,12/3/2020,1821.84,USD,-
Amgen Inc.,Stock,12/3/2020,228.51,USD,-
Apple Inc,Stock,12/3/2020,122.94,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,12/3/2020,1113.3756,USD,1
Bank Of America Corp,Stock,12/3/2020,29.09,USD,-
Becton Dickinson&co,Stock,12/3/2020,0.0,USD,-
BlackRock Inc,Stock,12/3/2020,719.05,USD,-
Borgwarner Inc Com,Stock,12/3/2020,0.0,USD,-
Boston Scientific Co,Stock,12/3/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,12/3/2020,0.0,USD,-
Broadcom Inc,Stock,12/3/2020,399.8,USD,-
Cash,Cash,12/3/2020,1.0,USD,-
Cerner Corp,Stock,12/3/2020,73.89,USD,-
Change Healthcare Inc,Stock,12/3/2020,0.0,USD,-
Charles Schwab Corp,Stock,12/3/2020,51.07,USD,-
Chevron Corp,Stock,12/3/2020,91.09,USD,-
CIGNA Corp,Stock,12/3/2020,213.39,USD,-
Cisco Systems Inc,Stock,12/3/2020,44.11,USD,-
Comcast Corp Class                  A,Stock,12/3/2020,51.59,USD,-
Cummins Inc,Stock,12/3/2020,220.34,USD,-
Discover Finl S,Stock,12/3/2020,80.84,USD,-
Eastman Chemical Co,Stock,12/3/2020,98.15,USD,-
Emerson Electric Co,Stock,12/3/2020,75.985,USD,-
Exxon Mobil Corp,Stock,12/3/2020,0.0,USD,-
Facebook Inc Class                  A,Stock,12/3/2020,281.85,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,12/3/2020,1143.7111,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,12/3/2020,1142.4778,USD,1
Home Depot Inc,Stock,12/3/2020,269.64,USD,-
Intel Corp,Stock,12/3/2020,50.99,USD,-
iShares Core S&P Mid Cap ETF,ETF,12/3/2020,220.14,USD,-
iShares MSCI EAFE Growth ETF,ETF,12/3/2020,97.52,USD,-
iShares MSCI Emerging Markets ETF,ETF,12/3/2020,50.33,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,12/3/2020,113.9,USD,-
J P Morgan Chase & Co,Stock,12/3/2020,121.24,USD,-
Jabil Circuit Inc,Stock,12/3/2020,0.0,USD,-
Johnson & Johnson,Stock,12/3/2020,150.01,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,12/3/2020,0.0,USD,-
Kroger Co,Stock,12/3/2020,30.88,USD,-
L3harris Technologies In,Stock,12/3/2020,193.55,USD,-
Marathon Pete Corp,Stock,12/3/2020,41.57,USD,-
Masco Corp,Stock,12/3/2020,52.06,USD,-
Mastercard Inc Class                  A,Stock,12/3/2020,335.14,USD,-
Mckesson Corp Exchange Offer,Stock,12/3/2020,179.57999999999996,USD,-
Merck & Co. Inc.,Stock,12/3/2020,81.45,USD,-
Microsoft Corp,Stock,12/3/2020,214.8,USD,-
Nike Inc Class                  B,Stock,12/3/2020,136.96,USD,-
Norfolk Southern Co,Stock,12/3/2020,238.09,USD,-
Procter & Gamble,Stock,12/3/2020,137.34,USD,-
Prudential Finl,Stock,12/3/2020,79.97,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,12/3/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,12/3/2020,63.73,USD,-
Starbucks Corp,Stock,12/3/2020,100.11,USD,-
United Parcel SRVC Class                  B,Stock,12/3/2020,167.83,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,12/3/2020,1057.1866666666667,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,12/3/2020,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,12/3/2020,1048.2444666666668,USD,1
Vanguard FTSE Developed Markets ETF,ETF,12/3/2020,46.29,USD,-
Verizon Communicatn,Stock,12/3/2020,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,12/3/2020,1096.4244444444444,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,12/3/2020,1094.624,USD,1
VMware Inc Class A,Stock,12/3/2020,0.0,USD,-
WalMart Inc,Stock,12/3/2020,149.3,USD,-
Walt Disney Co,Stock,12/3/2020,153.24,USD,-
Abbvie Inc,Stock,12/4/2020,107.28,USD,-
Adobe Inc,Stock,12/4/2020,486.0,USD,-
Agilent Technologies,Stock,12/4/2020,115.15,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,12/4/2020,267.25,USD,-
Alphabet Inc. Class                  A,Stock,12/4/2020,1823.76,USD,-
Amgen Inc.,Stock,12/4/2020,230.81,USD,-
Apple Inc,Stock,12/4/2020,122.25,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,12/4/2020,1113.6667,USD,1
Bank Of America Corp,Stock,12/4/2020,29.47,USD,-
Becton Dickinson&co,Stock,12/4/2020,0.0,USD,-
BlackRock Inc,Stock,12/4/2020,707.1,USD,-
Borgwarner Inc Com,Stock,12/4/2020,0.0,USD,-
Boston Scientific Co,Stock,12/4/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,12/4/2020,0.0,USD,-
Broadcom Inc,Stock,12/4/2020,411.68,USD,-
Cash,Cash,12/4/2020,1.0,USD,-
Cerner Corp,Stock,12/4/2020,74.29,USD,-
Change Healthcare Inc,Stock,12/4/2020,0.0,USD,-
Charles Schwab Corp,Stock,12/4/2020,50.99,USD,-
Chevron Corp,Stock,12/4/2020,94.57,USD,-
CIGNA Corp,Stock,12/4/2020,217.65,USD,-
Cisco Systems Inc,Stock,12/4/2020,44.38,USD,-
Comcast Corp Class                  A,Stock,12/4/2020,51.69,USD,-
Cummins Inc,Stock,12/4/2020,219.93,USD,-
Discover Finl S,Stock,12/4/2020,82.7,USD,-
Eastman Chemical Co,Stock,12/4/2020,102.39,USD,-
Emerson Electric Co,Stock,12/4/2020,80.605,USD,-
Exxon Mobil Corp,Stock,12/4/2020,0.0,USD,-
Facebook Inc Class                  A,Stock,12/4/2020,279.7,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,12/4/2020,1143.82,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,12/4/2020,1142.5867,USD,1
Home Depot Inc,Stock,12/4/2020,265.49,USD,-
Intel Corp,Stock,12/4/2020,51.985,USD,-
iShares Core S&P Mid Cap ETF,ETF,12/4/2020,224.22,USD,-
iShares MSCI EAFE Growth ETF,ETF,12/4/2020,98.06,USD,-
iShares MSCI Emerging Markets ETF,ETF,12/4/2020,50.85,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,12/4/2020,114.84,USD,-
J P Morgan Chase & Co,Stock,12/4/2020,122.34,USD,-
Jabil Circuit Inc,Stock,12/4/2020,0.0,USD,-
Johnson & Johnson,Stock,12/4/2020,151.28,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,12/4/2020,0.0,USD,-
Kroger Co,Stock,12/4/2020,30.58,USD,-
L3harris Technologies In,Stock,12/4/2020,195.04,USD,-
Marathon Pete Corp,Stock,12/4/2020,43.49,USD,-
Masco Corp,Stock,12/4/2020,51.59,USD,-
Mastercard Inc Class                  A,Stock,12/4/2020,344.35,USD,-
Mckesson Corp Exchange Offer,Stock,12/4/2020,181.18,USD,-
Merck & Co. Inc.,Stock,12/4/2020,81.94,USD,-
Microsoft Corp,Stock,12/4/2020,214.92,USD,-
Nike Inc Class                  B,Stock,12/4/2020,137.465,USD,-
Norfolk Southern Co,Stock,12/4/2020,241.13,USD,-
Procter & Gamble,Stock,12/4/2020,137.47,USD,-
Prudential Finl,Stock,12/4/2020,82.39,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,12/4/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,12/4/2020,65.46,USD,-
Starbucks Corp,Stock,12/4/2020,102.28,USD,-
United Parcel SRVC Class                  B,Stock,12/4/2020,167.25,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,12/4/2020,1057.3178,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,12/4/2020,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,12/4/2020,1048.2433333333333,USD,1
Vanguard FTSE Developed Markets ETF,ETF,12/4/2020,46.74,USD,-
Verizon Communicatn,Stock,12/4/2020,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,12/4/2020,1096.4333333333334,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,12/4/2020,1095.0339999999999,USD,1
VMware Inc Class A,Stock,12/4/2020,0.0,USD,-
WalMart Inc,Stock,12/4/2020,148.91,USD,-
Walt Disney Co,Stock,12/4/2020,154.14,USD,-
Abbvie Inc,Stock,12/5/2020,107.28,USD,-
Adobe Inc,Stock,12/5/2020,486.0,USD,-
Agilent Technologies,Stock,12/5/2020,115.15,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,12/5/2020,267.25,USD,-
Alphabet Inc. Class                  A,Stock,12/5/2020,1823.76,USD,-
Amgen Inc.,Stock,12/5/2020,230.81,USD,-
Apple Inc,Stock,12/5/2020,122.25,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,12/5/2020,1113.7778,USD,1
Bank Of America Corp,Stock,12/5/2020,29.47,USD,-
Becton Dickinson&co,Stock,12/5/2020,0.0,USD,-
BlackRock Inc,Stock,12/5/2020,707.1,USD,-
Borgwarner Inc Com,Stock,12/5/2020,0.0,USD,-
Boston Scientific Co,Stock,12/5/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,12/5/2020,0.0,USD,-
Broadcom Inc,Stock,12/5/2020,411.68,USD,-
Cash,Cash,12/5/2020,1.0,USD,-
Cerner Corp,Stock,12/5/2020,74.29,USD,-
Change Healthcare Inc,Stock,12/5/2020,0.0,USD,-
Charles Schwab Corp,Stock,12/5/2020,50.99,USD,-
Chevron Corp,Stock,12/5/2020,94.57,USD,-
CIGNA Corp,Stock,12/5/2020,217.65,USD,-
Cisco Systems Inc,Stock,12/5/2020,44.38,USD,-
Comcast Corp Class                  A,Stock,12/5/2020,51.69,USD,-
Cummins Inc,Stock,12/5/2020,219.93,USD,-
Discover Finl S,Stock,12/5/2020,82.7,USD,-
Eastman Chemical Co,Stock,12/5/2020,102.39,USD,-
Emerson Electric Co,Stock,12/5/2020,80.605,USD,-
Exxon Mobil Corp,Stock,12/5/2020,0.0,USD,-
Facebook Inc Class                  A,Stock,12/5/2020,279.7,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,12/5/2020,1143.9589,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,12/5/2020,1142.7256,USD,1
Home Depot Inc,Stock,12/5/2020,265.49,USD,-
Intel Corp,Stock,12/5/2020,51.985,USD,-
iShares Core S&P Mid Cap ETF,ETF,12/5/2020,224.22,USD,-
iShares MSCI EAFE Growth ETF,ETF,12/5/2020,98.06,USD,-
iShares MSCI Emerging Markets ETF,ETF,12/5/2020,50.85,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,12/5/2020,114.84,USD,-
J P Morgan Chase & Co,Stock,12/5/2020,122.34,USD,-
Jabil Circuit Inc,Stock,12/5/2020,0.0,USD,-
Johnson & Johnson,Stock,12/5/2020,151.28,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,12/5/2020,0.0,USD,-
Kroger Co,Stock,12/5/2020,30.58,USD,-
L3harris Technologies In,Stock,12/5/2020,195.04,USD,-
Marathon Pete Corp,Stock,12/5/2020,43.49,USD,-
Masco Corp,Stock,12/5/2020,51.59,USD,-
Mastercard Inc Class                  A,Stock,12/5/2020,344.35,USD,-
Mckesson Corp Exchange Offer,Stock,12/5/2020,181.18,USD,-
Merck & Co. Inc.,Stock,12/5/2020,81.94,USD,-
Microsoft Corp,Stock,12/5/2020,214.92,USD,-
Nike Inc Class                  B,Stock,12/5/2020,137.465,USD,-
Norfolk Southern Co,Stock,12/5/2020,241.13,USD,-
Procter & Gamble,Stock,12/5/2020,137.47,USD,-
Prudential Finl,Stock,12/5/2020,82.39,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,12/5/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,12/5/2020,65.46,USD,-
Starbucks Corp,Stock,12/5/2020,102.28,USD,-
United Parcel SRVC Class                  B,Stock,12/5/2020,167.25,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,12/5/2020,1057.4288666666666,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,12/5/2020,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,12/5/2020,1048.3822,USD,1
Vanguard FTSE Developed Markets ETF,ETF,12/5/2020,46.74,USD,-
Verizon Communicatn,Stock,12/5/2020,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,12/5/2020,1096.5722222222225,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,12/5/2020,1095.172,USD,1
VMware Inc Class A,Stock,12/5/2020,0.0,USD,-
WalMart Inc,Stock,12/5/2020,148.91,USD,-
Walt Disney Co,Stock,12/5/2020,154.14,USD,-
Abbvie Inc,Stock,12/6/2020,107.28,USD,-
Adobe Inc,Stock,12/6/2020,486.0,USD,-
Agilent Technologies,Stock,12/6/2020,115.15,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,12/6/2020,267.25,USD,-
Alphabet Inc. Class                  A,Stock,12/6/2020,1823.76,USD,-
Amgen Inc.,Stock,12/6/2020,230.81,USD,-
Apple Inc,Stock,12/6/2020,122.25,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,12/6/2020,1113.8889,USD,1
Bank Of America Corp,Stock,12/6/2020,29.47,USD,-
Becton Dickinson&co,Stock,12/6/2020,0.0,USD,-
BlackRock Inc,Stock,12/6/2020,707.1,USD,-
Borgwarner Inc Com,Stock,12/6/2020,0.0,USD,-
Boston Scientific Co,Stock,12/6/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,12/6/2020,0.0,USD,-
Broadcom Inc,Stock,12/6/2020,411.68,USD,-
Cash,Cash,12/6/2020,1.0,USD,-
Cerner Corp,Stock,12/6/2020,74.29,USD,-
Change Healthcare Inc,Stock,12/6/2020,0.0,USD,-
Charles Schwab Corp,Stock,12/6/2020,50.99,USD,-
Chevron Corp,Stock,12/6/2020,94.57,USD,-
CIGNA Corp,Stock,12/6/2020,217.65,USD,-
Cisco Systems Inc,Stock,12/6/2020,44.38,USD,-
Comcast Corp Class                  A,Stock,12/6/2020,51.69,USD,-
Cummins Inc,Stock,12/6/2020,219.93,USD,-
Discover Finl S,Stock,12/6/2020,82.7,USD,-
Eastman Chemical Co,Stock,12/6/2020,102.39,USD,-
Emerson Electric Co,Stock,12/6/2020,80.605,USD,-
Exxon Mobil Corp,Stock,12/6/2020,0.0,USD,-
Facebook Inc Class                  A,Stock,12/6/2020,279.7,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,12/6/2020,1144.0978,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,12/6/2020,1142.8644,USD,1
Home Depot Inc,Stock,12/6/2020,265.49,USD,-
Intel Corp,Stock,12/6/2020,51.985,USD,-
iShares Core S&P Mid Cap ETF,ETF,12/6/2020,224.22,USD,-
iShares MSCI EAFE Growth ETF,ETF,12/6/2020,98.06,USD,-
iShares MSCI Emerging Markets ETF,ETF,12/6/2020,50.85,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,12/6/2020,114.84,USD,-
J P Morgan Chase & Co,Stock,12/6/2020,122.34,USD,-
Jabil Circuit Inc,Stock,12/6/2020,0.0,USD,-
Johnson & Johnson,Stock,12/6/2020,151.28,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,12/6/2020,0.0,USD,-
Kroger Co,Stock,12/6/2020,30.58,USD,-
L3harris Technologies In,Stock,12/6/2020,195.04,USD,-
Marathon Pete Corp,Stock,12/6/2020,43.49,USD,-
Masco Corp,Stock,12/6/2020,51.59,USD,-
Mastercard Inc Class                  A,Stock,12/6/2020,344.35,USD,-
Mckesson Corp Exchange Offer,Stock,12/6/2020,181.18,USD,-
Merck & Co. Inc.,Stock,12/6/2020,81.94,USD,-
Microsoft Corp,Stock,12/6/2020,214.92,USD,-
Nike Inc Class                  B,Stock,12/6/2020,137.465,USD,-
Norfolk Southern Co,Stock,12/6/2020,241.13,USD,-
Procter & Gamble,Stock,12/6/2020,137.47,USD,-
Prudential Finl,Stock,12/6/2020,82.39,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,12/6/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,12/6/2020,65.46,USD,-
Starbucks Corp,Stock,12/6/2020,102.28,USD,-
United Parcel SRVC Class                  B,Stock,12/6/2020,167.25,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,12/6/2020,1057.54,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,12/6/2020,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,12/6/2020,1048.5211333333334,USD,1
Vanguard FTSE Developed Markets ETF,ETF,12/6/2020,46.74,USD,-
Verizon Communicatn,Stock,12/6/2020,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,12/6/2020,1096.7111111111112,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,12/6/2020,1095.312,USD,1
VMware Inc Class A,Stock,12/6/2020,0.0,USD,-
WalMart Inc,Stock,12/6/2020,148.91,USD,-
Walt Disney Co,Stock,12/6/2020,154.14,USD,-
Abbvie Inc,Stock,12/7/2020,105.84,USD,-
Adobe Inc,Stock,12/7/2020,492.25,USD,-
Agilent Technologies,Stock,12/7/2020,114.4,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,12/7/2020,264.0,USD,-
Alphabet Inc. Class                  A,Stock,12/7/2020,1817.03,USD,-
Amgen Inc.,Stock,12/7/2020,228.05,USD,-
Apple Inc,Stock,12/7/2020,123.75,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,12/7/2020,1113.89,USD,1
Bank Of America Corp,Stock,12/7/2020,29.27,USD,-
Becton Dickinson&co,Stock,12/7/2020,0.0,USD,-
BlackRock Inc,Stock,12/7/2020,713.12,USD,-
Borgwarner Inc Com,Stock,12/7/2020,0.0,USD,-
Boston Scientific Co,Stock,12/7/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,12/7/2020,0.0,USD,-
Broadcom Inc,Stock,12/7/2020,420.89,USD,-
Cash,Cash,12/7/2020,1.0,USD,-
Cerner Corp,Stock,12/7/2020,72.84,USD,-
Change Healthcare Inc,Stock,12/7/2020,0.0,USD,-
Charles Schwab Corp,Stock,12/7/2020,50.76,USD,-
Chevron Corp,Stock,12/7/2020,92.05,USD,-
CIGNA Corp,Stock,12/7/2020,218.59,USD,-
Cisco Systems Inc,Stock,12/7/2020,44.35,USD,-
Comcast Corp Class                  A,Stock,12/7/2020,51.93,USD,-
Cummins Inc,Stock,12/7/2020,219.09,USD,-
Discover Finl S,Stock,12/7/2020,82.45,USD,-
Eastman Chemical Co,Stock,12/7/2020,101.72,USD,-
Emerson Electric Co,Stock,12/7/2020,79.675,USD,-
Exxon Mobil Corp,Stock,12/7/2020,0.0,USD,-
Facebook Inc Class                  A,Stock,12/7/2020,285.58,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,12/7/2020,1144.0367,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,12/7/2020,1142.8133,USD,1
Home Depot Inc,Stock,12/7/2020,264.14,USD,-
Intel Corp,Stock,12/7/2020,50.2,USD,-
iShares Core S&P Mid Cap ETF,ETF,12/7/2020,223.38,USD,-
iShares MSCI EAFE Growth ETF,ETF,12/7/2020,97.54,USD,-
iShares MSCI Emerging Markets ETF,ETF,12/7/2020,50.85,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,12/7/2020,114.68,USD,-
J P Morgan Chase & Co,Stock,12/7/2020,121.88,USD,-
Jabil Circuit Inc,Stock,12/7/2020,0.0,USD,-
Johnson & Johnson,Stock,12/7/2020,149.98,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,12/7/2020,0.0,USD,-
Kroger Co,Stock,12/7/2020,30.95,USD,-
L3harris Technologies In,Stock,12/7/2020,191.63,USD,-
Marathon Pete Corp,Stock,12/7/2020,42.79,USD,-
Masco Corp,Stock,12/7/2020,52.63,USD,-
Mastercard Inc Class                  A,Stock,12/7/2020,340.96,USD,-
Mckesson Corp Exchange Offer,Stock,12/7/2020,178.67999999999995,USD,-
Merck & Co. Inc.,Stock,12/7/2020,82.51,USD,-
Microsoft Corp,Stock,12/7/2020,214.85,USD,-
Nike Inc Class                  B,Stock,12/7/2020,139.025,USD,-
Norfolk Southern Co,Stock,12/7/2020,240.0,USD,-
Procter & Gamble,Stock,12/7/2020,137.67999999999998,USD,-
Prudential Finl,Stock,12/7/2020,81.08,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,12/7/2020,1.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,12/7/2020,65.01,USD,-
Starbucks Corp,Stock,12/7/2020,101.41,USD,-
United Parcel SRVC Class                  B,Stock,12/7/2020,167.47,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,12/7/2020,1057.5511333333334,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,12/7/2020,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,12/7/2020,1048.59,USD,1
Vanguard FTSE Developed Markets ETF,ETF,12/7/2020,46.4,USD,-
Verizon Communicatn,Stock,12/7/2020,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,12/7/2020,1096.71,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,12/7/2020,1095.31,USD,1
VMware Inc Class A,Stock,12/7/2020,0.0,USD,-
WalMart Inc,Stock,12/7/2020,148.11,USD,-
Walt Disney Co,Stock,12/7/2020,153.68,USD,-
Abbvie Inc,Stock,12/8/2020,107.69,USD,-
Adobe Inc,Stock,12/8/2020,495.28,USD,-
Agilent Technologies,Stock,12/8/2020,117.01,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,12/8/2020,266.09,USD,-
Alphabet Inc. Class                  A,Stock,12/8/2020,1811.33,USD,-
Amgen Inc.,Stock,12/8/2020,228.94,USD,-
Apple Inc,Stock,12/8/2020,124.38,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,12/8/2020,1114.1811,USD,1
Bank Of America Corp,Stock,12/8/2020,29.11,USD,-
Becton Dickinson&co,Stock,12/8/2020,0.0,USD,-
BlackRock Inc,Stock,12/8/2020,717.55,USD,-
Borgwarner Inc Com,Stock,12/8/2020,0.0,USD,-
Boston Scientific Co,Stock,12/8/2020,0.0,USD,-
Bristol-Myers Squibb,Stock,12/8/2020,0.0,USD,-
Broadcom Inc,Stock,12/8/2020,423.41,USD,-
Cash,Cash,12/8/2020,1.0,USD,-
Cerner Corp,Stock,12/8/2020,74.15,USD,-
Change Healthcare Inc,Stock,12/8/2020,0.0,USD,-
Charles Schwab Corp,Stock,12/8/2020,50.55,USD,-
Chevron Corp,Stock,12/8/2020,92.83,USD,-
